rank;year;title_name;title_id;distributor;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;genres
6558;1995;the perez family;tt0114113;the samuel goldwyn company;12;5;1995;2832826;2832826;;1127645;11000000;comedy,drama,romance
6559;1992;reservoir dogs;tt0105236;miramax;23;10;1992;2859750;2832029;27721;147839;1200000;crime,drama,thriller
6560;2014;the identical;tt2326574;freestyle releasing;5;9;2014;2840991;2827666;13325;1587137;;drama,music
6561;2017;disneys newsies the broadway musical;tt6346162;fathom events;18;2;2017;2827489;2827489;;1333538;;musical
6562;2014;the fluffy movie unity through laughter;tt3532608;open road films ii;25;7;2014;2827393;2827393;;1311446;;comedy,documentary
6563;1992;the power of one;tt0105159;warner bros;27;3;1992;2827107;2827107;;684358;;drama,sport
6564;1986;sid and nancy;tt0091954;the samuel goldwyn company;17;10;1986;2850707;2826523;24184;50829;4000000;biography,drama,music,romance
6565;2003;monsieur ibrahim et les fleurs du coran;tt0329388;sony pictures classics;29;8;2003;11541041;2823890;8717151;;;comedy,drama
6566;1996;unforgettable;tt0118040;metrogoldwynmayer mgm;23;2;1996;2821671;2821671;;1442215;;drama,mystery,scifi,thriller
6567;1992;newsies;tt0104990;walt disney studios motion pictures;10;4;1992;2819485;2819485;;1232508;15000000;drama,family,history,musical
6568;2016;the oscar nominated short films 2016 live action;tt5428662;shorts international;29;1;2016;2850840;2816816;34024;559502;;drama
6569;1994;the hudsucker proxy;tt0110074;warner bros;11;3;1994;2816518;2816518;;104490;40000000;comedy,drama,fantasy
6570;1983;il mondo di yor;tt0084935;columbia pictures;19;8;1983;2810199;2810199;;2810199;;action,adventure,fantasy,scifi
6571;2006;la mujer de mi hermano;tt0463345;lionsgate;4;11;2005;8492178;2808241;5683937;1018750;;drama
6572;1991;return to the blue lagoon;tt0102782;columbia pictures;2;8;1991;2807854;2807854;;1277428;11000000;adventure,drama,romance
6573;1993;map of the human heart;tt0104812;miramax;23;4;1993;2806881;2806881;;81636;;adventure,drama,romance,war
6574;1980;loving couples;tt0081080;twentieth century fox;24;10;1980;2806659;2806659;;1010181;;comedy
6575;2012;barfi;tt2082197;utv motion pictures;13;9;2012;4490134;2804874;1685260;1061713;;comedy,drama,romance
6576;1997;in the company of men;tt0119361;sony pictures classics;1;8;1997;2804473;2804473;;100006;;comedy,drama
6577;2019;jay and silent bob reboot;tt6521876;saban films;15;10;2019;2903599;2801841;101758;93520;;comedy
6578;2014;citizenfour;tt4044364;radiustwc;24;10;2014;3003169;2800870;202299;126321;;biography,documentary,news,thriller
6579;1987;heat;tt0093164;new century;13;3;1987;2793214;2793214;;1354375;;action,crime,drama,thriller
6580;1992;year of the comet;tt0105871;columbia pictures;24;4;1992;2791515;2791515;;1350939;;action,adventure,comedy,romance
6581;1985;fast forward;tt0089129;columbia pictures;15;2;1985;2791350;2791350;;1571394;;drama,musical
6582;1996;when we were kings;tt0118147;gramercy pictures i;25;10;1996;2789985;2789985;;12479;;documentary,sport
6583;1993;hexed;tt0107107;columbia pictures;22;1;1993;2786807;2786807;;1351510;;comedy,crime,horror,mystery,thriller
6584;2014;saving christmas;tt4009460;the samuel goldwyn company;14;11;2014;2783970;2783970;;992087;;comedy,family
6585;1976;bugsy malone;tt0074256;paramount pictures;15;9;1976;2787725;2783840;3885;;;comedy,crime,family,musical
6057;2018;ya veremos;tt7948540;pantelion films;3;8;2018;14134723;4165949;9968774;1803848;;drama
6587;2007;ma fille mon ange;tt0456521;alliance atlantis vivafilm;16;2;2007;2780005;2779545;460;795000;;crime,drama,thriller
6588;2008;how to lose friends  alienate people;tt0455538;metrogoldwynmayer mgm;3;10;2008;19151797;2778752;16373045;1430294;28000000;biography,comedy,drama,romance
6589;1989;gleaming the cube;tt0097438;twentieth century fox;13;1;1989;2777280;2777280;;740780;;action,drama,mystery
6590;1984;impulse;tt0087464;twentieth century fox;28;9;1984;2773433;2773433;;995570;;horror,mystery,scifi,thriller
